#Gene_symbol	Refseq_IDs	RPKM	reads	CAST_hits	C57_hits
Rbck1	NM_019705|NM_001083921	2.01147536035	14	1	1
Gm12657	NM_001081019	1.05043723767	1	0	0
Adamts6	NM_001081020	0.0	0	0	0
Dnahc6	NM_001164669	0.0	0	0	0
Cmas	NM_009908	0.0	0	0	0
Nfkbib	NM_010908	45.6538609447	209	51	0
Reg3d	NM_001161741|NM_013893	0.0	0	0	0
Zfp169	NM_001164575|NM_001164576|NM_026450	0.0	0	0	0
Snrk	NM_001164572|NM_133741	0.0	0	0	0
Mir468	NR_030151	0.0	0	0	0
AW146020	NM_177884	0.0	0	0	0
Hist1h1c	NM_015786	0.503735719455	2	0	0
Tmem115	NM_019704	0.164055408863	1	0	0
Ldhc	NM_013580	0.0	0	0	0
Ksr1	NM_013571	0.0	0	0	0
Krt33b	NM_013570	0.0	0	0	0
Kcnh2	NM_013569	0.0	0	0	0
Map1lc3b	NM_026160	1607.52956911	4456	80	47
Retsat	NM_026159	0.553147070357	3	3	0
LOC100039614	NM_001160137	0.0	0	0	0
LOC100039614	NM_001160137	0.0	0	0	0
Klrb1c	NM_001159904|NM_008527	0.0	0	0	0
Prkaca	NM_008854	0.0	0	0	0
Pitx3	NM_008852	0.0	0	0	0
Mogs	NM_020619	10.0568926922	78	5	0
Ino80b	NM_023547	0.0	0	0	0
1300001I01Rik	NM_001081158	12.0394609682	182	15	0
Scg5	NM_009162	0.0	0	0	0
Ext1	NM_010162	7.01505098393	68	0	6
Nit1	NM_012049|NM_001242580	0.0	0	0	0
Evi2a	NM_010161|NM_001033711	0.0	0	0	0
Sftpd	NM_009160	0.0	0	0	0
Khdrbs3	NM_010158	0.0	0	0	0
Esr2	NM_010157|NM_207707	0.0	0	0	0
Map2k4	NM_009157	0.0	0	0	0
Sepw1	NM_009156	157.550670077	311	26	32
Stk16	NM_011494	31.5786232385	199	0	32
Bola3	NM_175277	25.2200623642	31	0	1
Ces4a	NM_146213	0.0	0	0	0
B230319C09Rik	NR_028382	0.0	0	0	0
BC032203	NM_001100452	13.4855144676	248	0	28
Ifna4	NM_010504	0.0	0	0	0
Icam1	NM_010493	0.0	0	0	0
Vax2os2	NR_002871	0.0	0	0	0
Vax2os1	NR_002873	0.0	0	0	0
Dhx30	NM_133347	40.5829913474	444	18	18
Fbl	NM_007991	2.06444291962	1	0	0
Gata2	NM_008090	0.0	0	0	0
Gcg	NM_008100	0.0	0	0	0
Gata1	NM_008089	11.2658946488	57	25	0
Foxh1	NM_007989	0.0	0	0	0
Lgmn	NM_011175	63.1775716214	332	4	91
Pros1	NM_011173	0.565466474183	5	1	0
Prodh	NM_011172	6.63140683198	42	0	0
Procr	NM_011171	0.0	0	0	0
Prlr	NM_011169	0.0	0	0	0
Prnp	NM_011170	0.326759949766	2	0	0
Prl6a1	NM_011166	0.0	0	0	0
Prl4a1	NM_011165	0.0	0	0	0
Eif2ak2	NM_011163	0.0	0	0	0
Mapk11	NM_011161	0.0	0	0	0
Prpf18	NM_026045	1.6030010103	15	2	0
2810432L12Rik	NM_025944	0.0	0	0	0
Ms4a6d	NM_026835	0.0	0	0	0
Pcdh18	NM_130448	0.0	0	0	0
Npm3-ps1	NR_002702	0.791903825042	1	0	0
Gpr82	NM_175669	0.0	0	0	0
Gpr4	NM_175668	0.0	0	0	0
Ankrd5	NM_175667	0.0	0	0	0
Mir705	NR_030486	0.0	0	0	0
Nhedc1	NM_028946	0.0	0	0	0
Gm1993	NM_001102677	0.0	0	0	0
Ccnb2	NM_007630	130.698224839	561	43	70
Birc5	NM_009689|NM_001012273	882.04896533	2206	301	198
Lats1	NM_010690	0.0	0	0	0
Cd5l	NM_009690	0.0	0	0	0
Lasp1	NM_010688	32.0454424112	259	0	0
Scand1	NM_020255	23.0832168566	36	0	0
Xiap	NM_009688	22.367798781	395	8	0
Large	NM_010687	0.0	0	0	0
Apex1	NM_009687	93.7398059865	100	0	0
Laptm5	NM_010686	2.18182900668	13	1	0
Dusp11	NM_028099	67.3886277376	1214	131	14
Ldb3	NM_011918|NM_001039074|NM_001039073|NM_001039072|NM_001039071|NM_001039076|NM_001039075	0.0	0	0	0
Atp8a2	NM_015803	0.0	0	0	0
Snrnp27	NM_025665	104.531304905	240	0	0
Gm6762	NM_001167603	0.0	0	0	0
2610306M01Rik	NR_028298	0.0	0	0	0
Hsf2bp	NM_028902	0.12571229324	1	0	4
Nkx6-3	NM_029002	0.0	0	0	0
Elovl7	NM_029001	0.0670701643369	1	0	0
Gcc1	NM_028900	0.0	0	0	0
4931414P19Rik	NM_028890	0.0	0	0	0
Efhd1	NM_028889	0.0	0	0	0
Smchd1	NM_028887	12.9431870112	249	17	15
Gkn1	NM_025466	0.0	0	0	0
Mmp17	NM_011846	0.0	0	0	0
Lass4	NM_026058	0.0976349439841	1	0	1
Zfp422	NM_026057	0.151978138338	1	0	0
1700011H14Rik	NM_025956	0.0	0	0	0
Cap2	NM_026056	0.0	0	0	0
2810474O19Rik	NM_026054	18.0812085887	303	7	1
Gemin6	NM_026053	148.461781412	318	27	0
Rps6ka6	NM_025949	0.0	0	0	0
Rpl7a	NM_013721	177.905494897	133	135	4
Ace	NM_207624|NM_009598	0.0	0	0	0
Actc1	NM_009608	0.0	0	0	0
Plscr4	NM_178711	0.0	0	0	0
Crct1	NM_028798	0.0	0	0	0
H1fx	NM_198622	0.0	0	0	0
Gm5577	NR_026990	0.0	0	0	0
Armcx3	NM_027870	0.0	0	0	0
Slc41a3	NM_027868|NM_001037493	0.0	0	0	0
Eefsec	NM_023060	0.0	0	0	0
Tank	NM_011529|NM_001164071|NM_001164072	2.64851789395	17	0	0
Ctsb	NM_007798	17.3570101504	193	10	36
Cybb	NM_007807	0.150600305753	2	0	0
Cyba	NM_007806	16.9398557357	36	0	2
Gata4	NM_008092	0.0	0	0	0
Dus1l	NM_026824	14.9669408106	80	5	0
Asb15	NM_080847	0.0	0	0	0
Higd1b	NM_080846	0.0	0	0	0
Arl8a	NM_026823	3.35744888455	16	0	0
Gm839	NR_033190	0.0	0	0	0
Tsku	NM_001168541|NM_001168540|NM_001168539|NM_001024619	0.0	0	0	0
Myh7	NM_080728	0.0	0	0	0
Vmn1r40	NM_053228	0.0	0	0	0
Vmn1r41	NM_053230	0.0	0	0	0
Vmn1r42	NM_053221	0.0	0	0	0
Vmn1r43	NM_053220	0.0	0	0	0
Vmn1r44	NM_053227	0.0	0	0	0
Vmn1r46	NM_053229	0.0	0	0	0
Vmn1r47	NM_053219	0.0	0	0	0
Vmn1r48	NM_053218	0.0	0	0	0
Vmn1r49	NM_011911	0.0	0	0	0
Dynlt1f	NM_001166627	0.0	0	0	0
Vmn1r52	NM_053222	0.0	0	0	0
V1ra8	NM_053223	0.0	0	0	0
Vmn1r54	NM_053224	0.0	0	0	0
Chst13	NM_027928	0.0	0	0	0
Cep72	NM_028959	0.0	0	0	0
Cst11	NM_030059	0.0	0	0	0
Tbc1d30	NM_029057	0.0	0	0	0
Slc10a3	NM_145406	0.0	0	0	0
Tbl3	NM_145396	45.4423697932	320	64	10
Foxj2	NM_021899	0.0714154419304	1	0	0
Fxyd7	NM_022007	0.0	0	0	0
Gucy1a3	NM_021896	0.0	0	0	0
Actn4	NM_021895	40.366585252	391	13	58
Olfr701	NM_028910	0.0	0	0	0
Fxyd6	NM_022004	0.0	0	0	0
Cd274	NM_021893	0.0	0	0	0
Npvf	NM_021892	0.0	0	0	0
Tlx1	NM_021901	0.0	0	0	0
Pkdcc	NM_134117	0.0	0	0	0
Fads3	NM_021890	0.0	0	0	0
Syt9	NM_021889	0.0	0	0	0
Arl13a	NM_028947	0.0	0	0	0
Adamts14	NM_001081127	0.0	0	0	0
Inpp5d	NM_001110192|NM_001110193|NM_010566	1.59118463995	22	0	0
Chchd4	NM_133928	38.2659241172	132	0	11
Tssk1	NM_009435	0.0	0	0	0
Col11a1	NM_007729	0.0	0	0	0
Tspyl1	NM_009433	5.94797104622	44	5	0
Raet1d	NM_020030	0.0	0	0	0
Cox15	NM_144874	1.53502274396	18	0	0
Uhrf2	NM_144873	0.0	0	0	0
Mrps25	NM_025578	51.6869948027	366	35	65
Egr1	NM_007913	0.116259318064	1	1	0
Fgl2	NM_008013	0.0	0	0	0
Akr1b8	NM_008012	610.428201136	2125	239	559
Efnb3	NM_007911	0.0	0	0	0
Kcnh1	NM_010600|NM_001038607	0.0	0	0	0
Adamts9	NM_175314	0.0	0	0	0
9530026P05Rik	NR_015530	0.0	0	0	0
Otud4	NM_001081164	71.0981288076	1458	228	16
AY512915	NR_033559	0.0	0	0	0
Dkk4	NM_145592	0.0	0	0	0
1700123L14Rik	NR_003643	0.0	0	0	0
Slc25a3	NM_133668	1030.62888956	4141	66	168
Polr2i	NM_027259	197.466957208	382	49	17
Ints4	NM_027256	58.6256605618	533	161	1
2010107G23Rik	NM_027251	0.0	0	0	0
Ttc39b	NM_027238	18.0235182832	440	0	106
Polr2f	NM_027231	447.466017786	652	16	44
Glod5	NM_027227	0.0	0	0	0
Rec8	NM_020002	0.173794951384	1	0	0
Gm765	NM_001128092	0.0	0	0	0
C1rb	NM_001113356	0.0	0	0	0
Epb4.1l4a	NM_013512	0.0	0	0	0
Gpr27	NM_008158	0.0	0	0	0
9030224M15Rik	NM_177793	0.0	0	0	0
Lsm14b	NM_177727	0.0	0	0	0
Lrrc8a	NM_177725	0.168307551882	2	0	0
Gm9871	NR_027989	0.0	0	0	0
Gabarapl1	NM_020590	18.5322467618	92	2	0
Ddi1	NM_027942	0.0	0	0	0
Acad10	NM_028037	0.0	0	0	0
Srsf4	NM_020587	0.0	0	0	0
Tmtc1	NM_198967	0.0	0	0	0
Defb50	NM_199067	0.0	0	0	0
Slitrk1	NM_199065	0.0	0	0	0
Hcrtr2	NM_198962	0.0	0	0	0
Tbpl2	NM_199059	0.0	0	0	0
Tcfap2e	NM_198960	0.0	0	0	0
Gpr6	NM_199058	0.0	0	0	0
Nox3	NM_198958	0.0	0	0	0
C430048L16Rik	NM_198957	47.0053674317	204	27	0
Hn1l	NM_198937	113.819729563	599	0	69
Alg8	NM_199035	66.4856885794	373	1	64
1700054K19Rik	NR_027865	0.0	0	0	0
Zic2	NM_009574	0.0	0	0	0
Irx2	NM_010574	0.0	0	0	0
D630042P16Rik	NM_175525	0.0	0	0	0
Ifih1	NM_001164477|NM_027835	0.0	0	0	0
Rit2	NM_009065	0.0	0	0	0
Gtf3c1	NM_207239	0.0	0	0	0
Fam71f1	NM_207258	0.0	0	0	0
Npc1l1	NM_207242	0.078133586763	1	0	0
Lonrf3	NM_028894	0.0	0	0	0
Cryl1	NM_030004	0.0	0	0	0
Rasgef1c	NM_029004	0.0	0	0	0
Brpf1	NM_030178	0.0	0	0	0
Isx	NM_027837	0.0	0	0	0
Izumo4	NM_027829	0.0	0	0	0
Mcm9	NM_027830	0.0	0	0	0
Fam110c	NM_027828	0.0	0	0	0
Arhgap42	NM_027823	11.0369763861	167	0	153
Grap	NM_027817	0.0	0	0	0
Akap12	NM_031185	10.2458285275	176	0	81
Glis2	NM_031184	0.197374205633	2	0	0
Sp6	NM_031183	0.0	0	0	0
Siglece	NM_031181	0.0	0	0	0
Klb	NM_031180	0.0	0	0	0
Sf3b1	NM_031179	166.83323224	2885	121	73
Tlr9	NM_031178	0.0	0	0	0
Ube2v1	NM_023230	22.5228862672	28	0	0
Cdc20	NM_023223	124.272411746	520	19	1
Nxnl2	NM_029173	0.0	0	0	0
Fam164b	NM_029172	0.0	0	0	0
4930519F16Rik	NM_029170	0.0	0	0	0
Mtfmt	NM_027134	0.0	0	0	0
Otop3	NM_027132	0.0	0	0	0
Rabl5	NM_026073	0.0	0	0	0
Surf1	NM_013677	115.298677256	354	0	112
Klf14	NM_001135093	0.0	0	0	0
Celsr3	NM_080437	0.0	0	0	0
Apoa5	NM_080434	0.0	0	0	0
Fezf2	NM_080433	0.0	0	0	0
Igsf8	NM_080419	0.0	0	0	0
Grhpr	NM_080289	127.012072219	436	16	69
Rpl12	NM_009076	12.5756558132	8	0	0
Zfp9	NM_011763	0.0	0	0	0
Drd1a	NM_010076	0.0	0	0	0
Orai2	NM_178751	0.0	0	0	0
Serpinb3c	NM_201363	0.0	0	0	0
Ss18l1	NM_178750	0.0	0	0	0
Egflam	NM_178748	0.0	0	0	0
Gulo	NM_178747	23.6522268274	150	0	10
Slc38a9	NM_178746	0.0	0	0	0
Dnahc9	NM_001099633	0.0	0	0	0
Snap91	NM_013669	0.0	0	0	0
Zmynd19	NM_026021	0.344073819936	1	0	0
Snora7a	NR_028546	0.0	0	0	0
Mras	NM_008624	2.74593436952	31	0	0
Mpz	NM_008623	0.0	0	0	0
Mpv17	NM_008622	0.0	0	0	0
Ddhd2	NM_028102	27.5487723051	322	110	0
Nudt1	NM_008637	0.0	0	0	0
Ftsj1	NM_133991	89.0203088249	834	104	141
Mageb16	NM_028025|NM_001113734	4.25947417842	2	0	0
Nkiras2	NM_028024	0.0	0	0	0
Pdgfd	NM_027924	0.397937186734	2	0	0
Anubl1	NM_001081317	2.32463602132	17	0	0
Fes	NM_010194	0.0	0	0	0
Olfr211	NM_146912	0.0	0	0	0
Olfr213	NM_001011801	0.0	0	0	0
Olfr214	NM_146759	0.0	0	0	0
Olfr215	NM_146446	0.0	0	0	0
Mynn	NM_030557	4.53300671342	52	7	0
Ctu1	NM_145582	0.0	0	0	0
3110082D06Rik	NM_028474	0.0520321423505	1	0	0
Gbgt1	NM_139197	0.0	0	0	0
3110079O15Rik	NM_028473	0.0	0	0	0
Bmper	NM_028472	0.0941599327956	1	0	0
3110082I17Rik	NM_028469	14.0326142807	57	8	0
Mocs1	NM_028464|NM_020042	0.0	0	0	0
Rasgef1a	NM_027526	0.0	0	0	0
Epx	NM_007946	0.0	0	0	0
Fshb	NM_008045	0.0	0	0	0
Eps8	NM_007945	0.0	0	0	0
Akap4	NM_009651|NM_001042542	0.0	0	0	0
Sec24c	NM_172596|NM_001168273	19.4491238799	226	9	0
Scara3	NM_172604	0.104889464051	1	0	1
Snrnp200	NM_177214	10.9423132169	207	0	43
Abca15	NM_177213	0.0	0	0	0
Itpk1	NM_172584	6.41584356456	51	4	5
Tmem63c	NM_172583	0.0	0	0	0
Coq6	NM_172582	62.9803287072	283	3	19
Acot6	NM_172580	0.0	0	0	0
Mis18bp1	NM_172578	17.2039479601	194	0	11
Engase	NM_172573	0.0	0	0	0
Fbf1	NM_172571	0.0	0	0	0
D5Ertd577e	NM_177187	99.011500026	112	0	0
Slc35e2	NM_177186	0.0	0	0	0
Rundc1	NM_172566	25.5278206647	212	109	0
Sp110	NM_175397	300.574930983	696	0	0
Prss34	NM_178372	0.0	0	0	0
B3gnt1	NM_175383	0.087751504937	1	0	0
2700081O15Rik	NM_175381	0.0	0	0	0
Gpd1l	NM_175380	765.510247795	9410	795	2268
3110021A11Rik	NR_030776	0.0	0	0	0
Rnf165	NM_001164504	0.0	0	0	0
Akap11	NM_001164503	0.0	0	0	0
Fam169a	NM_001146045|NM_001100458	0.0	0	0	0
Fam170b	NM_001164485	0.0	0	0	0
Commd10	NM_178377	23.4025729161	102	16	0
Rraga	NM_178376	1.10846873089	5	0	0
Snupn	NM_178374	118.649150863	445	0	38
Mir706	NR_030487	0.0	0	0	0
B4galnt3	NM_198884	0.0	0	0	0
Oprd1	NM_013622	0.0444435820176	1	0	0
Odc1	NM_013614	481.374233822	1395	21	24
Tmem86b	NM_023440	0.0	0	0	0
Lrdd	NM_022654	0.0	0	0	0
Pitx1	NM_011097	0.145894046198	1	0	0
Mdn1	NM_001081392	28.7564403299	1446	13	47
Slc25a18	NM_001081048	0.0	0	0	0
Fxr2	NM_011814	2.2847891841	19	0	0
Fbln5	NM_011812	0.18381298255	3	0	0
Farsb	NM_011811	31.9959603156	191	0	21
Cby1	NM_028634	0.0	0	0	0
Fcf1	NM_028632	660.632430873	714	16	17
Kprp	NM_028629	0.0	0	0	0
1110017D15Rik	NM_028624|NM_001048005	0.0	0	0	0
Krtap16-7	NM_028621	0.0	0	0	0
Dppa2	NM_028615	636.811139506	1430	0	32
Slc25a26	NM_026255	0.0	0	0	0
Tbc1d23	NM_026254	107.291360936	1097	116	0
Patl2	NM_026251	18.7084857244	128	15	0
Hist2h4	NM_033596	0.0	0	0	0
Pcdhga12	NM_033595	0.0	0	0	0
Gm10319	NR_003624	0.0	0	0	0
Mug-ps1	NR_027619	0.0	0	0	0
C130039O16Rik	NM_001163502|NM_001163501	0.0	0	0	0
Arhgap31	NM_020260	0.0	0	0	0
Scube2	NM_020052	0.0	0	0	0
Nanogpd	NM_001080945	0.0	0	0	12
Clec4a4	NM_001005860	0.0	0	0	0
Efr3b	NM_001082483	0.0	0	0	0
Islr	NM_001195431|NM_012043	0.0	0	0	0
Rex2	NM_009051	0.0	0	0	0
Rex2	NM_009051	0.0	0	0	0
Kifc1	NM_001195298	0.0	0	0	0
Vmn2r19	NM_001104632	0.0	0	0	0
Vmn2r20	NM_001104634	0.0	0	0	0
Vmn2r21	NM_001104635	0.0	0	0	0
Vmn2r22	NM_001104637	0.0	0	0	0
Vmn2r23	NM_001104638	0.0	0	0	0
Vmn2r24	NM_001104639	0.0	0	0	0
Vmn2r25	NM_001104641	0.0	0	0	0
Vmn2r26	NM_019917	0.0	0	0	0
Vmn2r27	NM_001104642	0.0	0	0	0
Tcea3	NM_011542	41.9585193073	147	0	56
Cyp2j6	NM_010008	0.0	0	0	0
Rab32	NM_026405	0.17387956431	1	0	0
Pcdhb22	NM_053147	0.0	0	0	0
Pcdhb21	NM_053146	0.0	0	0	0
Pcdhb20	NM_053145	0.0	0	0	0
Pcdhb19	NM_053144	0.0	0	0	0
Agps	NM_172666	21.2675273552	438	0	15
Kdm4c	NM_001172095|NM_144787	22.870065863	260	88	1
Ggt7	NM_144786	0.0	0	0	0
Gm5077	NM_173864	0.0	0	0	0
Slamf8	NM_029084	0.0	0	0	0
Emg1	NM_013536	427.302862039	905	29	18
Akap5	NM_001101471	0.0	0	0	0
Grcc10	NM_013535	0.629891755015	1	0	0
Cenpl	NM_001159930|NM_027429	92.1802688791	465	0	0
Pax4	NM_001159926|NM_001159925|NM_011038	0.0	0	0	0
Acox2	NM_001161667|NM_053115	0.0	0	0	0
Kif26b	NM_001161665	0.0	0	0	0
Aqp2	NM_009699	0.0	0	0	0
Lhx2	NM_010710	0.0	0	0	0
Art1	NM_009710	0.0	0	0	0
Myl6b	NM_172259	0.0	0	0	0
1700022P22Rik	NM_029336	0.0	0	0	0
1700018L24Rik	NM_029326	0.0	0	0	0
Gpr89	NM_026229	0.303525743706	2	0	0
Acrbp	NM_001127340|NM_016845	48.9341841371	173	0	53
Lpar5	NM_001163269|NM_001163268	0.0	0	0	0
Pigr	NM_011082	0.0	0	0	0
Piga	NM_011081	22.4218867772	224	10	0
Pcyt1a	NM_009981|NM_001163159|NM_001163160	1.18302762998	18	1	0
Pih1d2	NM_028300	0.0	0	0	0
Arl4c	NM_177305	0.0	0	0	0
Enpp6	NM_177304	0.0	0	0	0
Chst7	NM_021715	0.0	0	0	0
Wbp11	NM_021714	11.1109948567	84	0	0
AA987161	NM_001163246	0.0	0	0	0
E130112N10Rik	NR_015604	0.0	0	0	0
4930417O13Rik	NR_015527	0.0	0	0	0
Tuba3a	NM_009446	0.0	0	0	0
Ano8	NM_001164679	0.0	0	0	0
Myst2	NM_177619|NM_001195003|NM_001195004	0.0	0	0	0
Wscd1	NM_177618	0.0	0	0	0
Psd4	NM_177611	0.762649210108	10	0	0
Secisbp2l	NM_177608	35.5204458678	676	0	63
Plekhh2	NM_177606	0.0	0	0	0
Mkx	NM_177595	0.0	0	0	0
Foxn2	NM_180974	39.080577556	490	0	3
Myo1e	NM_181072	0.0739897710988	1	0	0
Dhx36	NM_028136	19.7777781333	276	0	0
Zfp706	NM_026521	539.052636526	5262	343	199
Zmynd10	NM_053253	0.0	0	0	0
Taok1	NM_144825	68.1879099766	2360	99	27
D330012F22Rik	NM_178752	0.0	0	0	0
Apex2	NM_029943	0.189468766628	1	0	0
Nup210l	NM_029937	0.0	0	0	0
5930416I19Rik	NR_027360|NR_027359	0.0	0	0	0
4933413G19Rik	NM_027697	0.0	0	0	0
Abpb	NM_001100464	0.0	0	0	0
Pnma5	NM_001100461	4.60890999065	28	4	0
Mettl7b	NM_027853	0.0	0	0	0
Arl14	NM_027843	0.0	0	0	0
Gm10069	NR_028592|NR_028593	5.29763102735	48	0	0
Rpa1	NM_001164223|NM_026653	55.7494567596	475	22	35
Gli3	NM_008130	0.0	0	0	0
Ccna2	NM_009828	359.7175476	2451	359	427
Clec2i	NM_020257	0.0	0	0	0
BC064078	NR_015455	0.0	0	0	0
Def8	NM_054046	17.6862737666	186	1	70
Vash2	NR_027352|NM_144879	0.0954361878243	1	1	0
Cfdp1	NM_011801	805.715540232	2741	89	202
Cdh20	NM_011800	0.0	0	0	0
Gpr107	NM_178760	8.46021959595	93	43	0
Timd4	NM_178759	0.0	0	0	0
Khdc1b	NM_001113187	0.0	0	0	0
Nvl	NM_026171	8.81200039038	76	2	86
Srebf2	NM_033218	0.0	0	0	0
B4galnt2	NM_008081	0.0	0	0	0
Pde8a	NM_008803	0.0	0	0	0
Klrc3	NM_021378	0.0	0	0	0
Klrc2	NM_001098669|NM_010653	0.0	0	0	0
Fxn	NM_008044	0.0	0	0	0
Mir680-1	NR_030447	0.0	0	0	0
Klri1	NM_001012520	0.0	0	0	0
1700016C15Rik	NM_027077	0.0	0	0	0
Gm156	NM_001014997	0.0	0	0	0
Sag	NM_009118	0.0	0	0	0
Prrx2	NM_009116	0.0	0	0	0
S100b	NM_009115	0.0	0	0	0
Klra15	NM_013793	0.0	0	0	0
Tgtp1	NM_011579	0.0	0	0	0
Klra12	NM_010646	0.0	0	0	0
Klra33	NM_001039118	0.0	0	0	0
Dad1	NM_001113358|NM_010015	228.534127391	448	14	33
Ppp3cb	NM_008914	30.1841662022	328	54	0
Rad51l1	NM_009014	4.03666368513	21	0	0
Klra14	NM_008461	0.0	0	0	0
Smarcb1	NM_001161853|NM_011418	0.0	0	0	0
Klra10	NM_008459	0.0	0	0	0
Klra13-ps	NR_033451	0.0	0	0	0
Klra23	NM_024470	0.0	0	0	0
Gprasp2	NM_001163017|NM_001163016|NM_001163015	0.0	0	0	0
Cacna1f	NM_019582	0.0	0	0	0
Tas2r107	NM_199154	0.0	0	0	0
Kcns2	NM_181317	0.0819148222692	1	0	0
Gm4736	NM_053251	0.0	0	0	0
Prb1	NM_198669	0.0	0	0	0
Prpmp5	NM_001024705	0.0	0	0	0
Gm8882	NM_001177588	0.0	0	0	0
Zfml	NM_008717|NM_001166371	25.9510871471	504	7	0
Tas2r122	NM_001039128	0.0	0	0	0
Tas2r115	NM_207020	0.0	0	0	0
Tas2r102	NM_199153	0.0	0	0	0
Tas2r117	NM_207021	0.0	0	0	0
Tas2r116	NM_053212	0.0	0	0	0
Tas2r110	NM_199155	0.0	0	0	0
Tas2r131	NM_207030	0.0	0	0	0
Tas2r109	NM_207017	0.0	0	0	0
Tas2r103	NM_053211	0.0	0	0	0
Tas2r140	NM_021562	0.0	0	0	0
5530400C23Rik	NM_027784	0.0	0	0	0
Gm5885	NM_001185040	0.0	0	0	0
Vgf	NM_001039385	0.0	0	0	0
Gm5886	NM_001177652	0.0	0	0	0
Rhbdl3	NM_139228	0.0	0	0	0
Plcxd2	NM_001134480	0.0	0	0	0
2810454H06Rik	NR_029441	0.0	0	0	0
Ddx47	NM_026360	335.383615345	1657	175	242
Uroc1	NM_144940	0.0	0	0	0
Tas2r130	NM_199156	0.0	0	0	0
Loh12cr1	NM_001170479|NM_026371	0.245004468338	1	0	0
Pes1	NM_022889	20.998362839	119	0	69
Rlf	NM_001081013	2.16946773026	40	0	0
Pbp2	NM_029595	0.0	0	0	0
E330021D16Rik	NR_003620	0.0	0	0	0
Cpe	NM_013494	24.657418216	145	0	61
Drd5	NM_013503	0.0	0	0	0
Clu	NM_013492	0.0	0	0	0
Clcn1	NM_013491	0.0	0	0	0
Akr1e1	NM_018859	0.208493067772	1	0	1
Ccna1	NM_007628	0.0	0	0	0
Creb1	NM_133828|NM_009952|NM_001037726	15.5916958399	363	0	0
Atp6v1h	NM_133826	15.1824314311	84	20	0
Phlpp1	NM_133821	0.0	0	0	0
Ppp1r15b	NM_133819	65.2095411164	1019	57	41
Zfp451	NM_133817	0.0	0	0	0
Phka1	NM_173021|NM_008832	0.0	0	0	0
Dpy19l1	NM_172920	0.0	0	0	0
Rfc4	NM_145480	133.254329885	394	40	16
Zfp846	NM_172919	0.0	0	0	0
Pim3	NM_145478	22.1464629037	150	0	0
Alg12	NM_145477|NM_001142357	31.2668732625	157	0	0
Tbc1d22a	NM_145476	0.0	0	0	0
Cerk	NM_145475	0.0	0	0	0
Zfp317	NM_172918	0.0903259041714	1	0	1
Haus4	NM_145462	9.11437890126	41	9	0
Ppip5k2	NM_173760	43.6087135222	680	0	302
Igbp1b	NM_015777	0.0	0	0	0
Rergl	NM_001128090	0.0	0	0	0
6030405A18Rik	NM_177854	0.0	0	0	0
Atg4b	NM_174874	246.892515453	2008	79	170
Bpi	NM_177850	0.0	0	0	0
Plekha5	NM_144920	0.0	0	0	0
Rcc1	NM_133878|NM_001197082	22.3217890684	143	14	5
Kdm1a	NM_133872	2.48760236384	21	0	0
Eps8l3	NM_133867	0.0	0	0	0
Gm10400	NR_033555	0.0	0	0	0
Nacad	NM_001081652	0.0	0	0	0
Nat2	NM_001168577|NM_010874	0.0	0	0	0
Gm6614	NM_001081318	0.0	0	0	0
Serpina3a	NM_001167705	0.0	0	0	0
Pyroxd1	NM_183165	0.0	0	0	0
Ccnt1	NM_009833	12.7733168101	76	20	0
Msl3	NM_010832	0.308019512802	2	0	0
Ccnk	NM_009832	6.24195925316	46	1	0
Ccng1	NM_009831	86.308327445	833	0	128
Sik1	NM_010831	0.0	0	0	0
Rbx1	NM_019712	165.846553769	645	0	29
Mrvi1	NM_010826|NM_194464	0.0	0	0	0
Aldh18a1	NM_019698|NM_153554	0.101433861146	1	0	0
Srebf1	NM_011480	0.1703953364	2	0	0
5330439B14Rik	NR_037679	0.0	0	0	0
Ehf	NM_007914	0.0	0	0	0
Smad1	NM_008539	0.0	0	0	0
Pfn1	NM_011072	75.6218032419	184	0	0
Tm4sf1	NM_008536	0.187775302363	1	0	1
Lyl1	NM_008535	0.0	0	0	0
D6Ertd474e	NR_027803	0.0	0	0	0
Zfp511	NM_027201	0.0	0	0	0
Def6	NM_027185	0.0	0	0	0
Ipmk	NM_027184	21.3468143734	312	0	22
1700073E17Rik	NR_003625	0.0778440769603	1	0	0
Coch	NM_007728|NM_001198835	0.143779639732	1	0	0
Fscb	NM_001163271	0.0	0	0	0
Dynlt1e	NM_001199948	0.0	0	0	0
Dynlt1e	NM_001199948	0.0	0	0	0
Dynlt1e	NM_001199947	0.0	0	0	0
Hoxc13	NM_010464	0.0	0	0	0
Ucp3	NM_009464	0.0	0	0	0
Hoxc12	NM_010463	0.0	0	0	0
Ucp1	NM_009463	0.0	0	0	0
Usp10	NM_009462	2.47161678266	22	1	0
Stk38l	NM_172734	6.52428984423	58	2	0
Prmt5	NM_013768	124.887071289	924	100	77
1700023A16Rik	NM_027059	0.0	0	0	0
Cct2	NM_007636	650.039622941	3571	92	60
E330012B07Rik	NR_033640	0.0	0	0	0
1700049E15Rik	NR_033636	0.0	0	0	0
Fbxw11	NM_134015	23.8276901979	268	10	0
4732416N19Rik	NR_015615	0.0	0	0	0
Skint4	NM_178786	0.0	0	0	0
Sly	NM_201530	0.0	0	0	0
Rps4y2	NR_003634	734.395596837	1590	0	0
Coq10a	NM_001081040	0.0	0	0	0
Gpr85	NM_145066	0.0	0	0	0
